5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/ken_robinson_says_schools_kill_creativity
"""
5.0,4.0,5.0,5.0,1.0,"""https://www.ted.com/talks/al_gore_on_averting_climate_crisis
"""
5.0,1.0,5.0,5.0,5.0,"""https://www.ted.com/talks/david_pogue_says_simplicity_sells
"""
5.0,1.0,5.0,5.0,5.0,"""https://www.ted.com/talks/majora_carter_s_tale_of_urban_renewal
"""
5.0,5.0,5.0,4.0,2.0,"""https://www.ted.com/talks/hans_rosling_shows_the_best_stats_you_ve_ever_seen
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/tony_robbins_asks_why_we_do_what_we_do
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/julia_sweeney_on_letting_go_of_god
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/joshua_prince_ramus_on_seattle_s_library
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/dan_dennett_s_response_to_rick_warren
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/rick_warren_on_a_life_of_purpose
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/cameron_sinclair_on_open_source_architecture
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jehane_noujaim_inspires_a_global_day_of_film
"""
5.0,1.0,1.0,5.0,5.0,"""https://www.ted.com/talks/larry_brilliant_wants_to_stop_pandemics
"""
4.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jeff_han_demos_his_breakthrough_touchscreen
"""
5.0,5.0,4.0,5.0,5.0,"""https://www.ted.com/talks/nicholas_negroponte_on_one_laptop_per_child
"""
5.0,5.0,1.0,5.0,2.0,"""https://www.ted.com/talks/sirena_huang_dazzles_on_violin
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/jennifer_lin_improvs_piano_magic
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/amy_smith_shares_simple_lifesaving_design
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/ross_lovegrove_shares_organic_designs
"""
5.0,4.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jimmy_wales_on_the_birth_of_wikipedia
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/richard_baraniuk_on_open_source_learning
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/ze_frank_s_nerdcore_comedy
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/mena_trott_tours_her_blog_world
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/helen_fisher_tells_us_why_we_love_cheat
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/eve_ensler_on_happiness_in_body_and_soul
"""
5.0,5.0,5.0,1.0,5.0,"""https://www.ted.com/talks/david_deutsch_on_our_place_in_the_cosmos
"""
4.0,5.0,5.0,1.0,2.0,"""https://www.ted.com/talks/richard_dawkins_on_our_queer_universe
"""
5.0,5.0,5.0,1.0,2.0,"""https://www.ted.com/talks/steven_levitt_analyzes_crack_economics
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/malcolm_gladwell_on_spaghetti_sauce
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/dan_gilbert_asks_why_are_we_happy
"""
5.0,5.0,5.0,4.0,2.0,"""https://www.ted.com/talks/barry_schwartz_on_the_paradox_of_choice
"""
5.0,5.0,3.0,2.0,2.0,"""https://www.ted.com/talks/eva_vertes_looks_to_the_future_of_medicine
"""
4.0,4.0,3.0,4.0,5.0,"""https://www.ted.com/talks/aubrey_de_grey_says_we_can_avoid_aging
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/iqbal_quadir_says_mobiles_fight_poverty
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jacqueline_novogratz_invests_in_ending_poverty
"""
5.0,1.0,5.0,1.0,5.0,"""https://www.ted.com/talks/sasa_vucinic_invests_in_free_press
"""
4.0,1.0,5.0,1.0,5.0,"""https://www.ted.com/talks/ashraf_ghani_on_rebuilding_broken_states
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/burt_rutan_sees_the_future_of_space
"""
5.0,5.0,1.0,5.0,5.0,"""https://www.ted.com/talks/ben_saunders_skis_to_the_north_pole
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/bono_s_call_to_action_for_africa
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/edward_burtynsky_on_manufactured_landscapes
"""
1.0,1.0,1.0,1.0,5.0,"""https://www.ted.com/talks/robert_fischell_on_medical_inventing
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/peter_donnelly_shows_how_stats_fool_juries
"""
5.0,5.0,5.0,5.0,3.0,"""https://www.ted.com/talks/michael_shermer_on_believing_strange_things
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/ray_kurzweil_on_how_technology_will_transform_us
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/kevin_kelly_on_how_technology_evolves
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/peter_gabriel_fights_injustice_with_video
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/richard_st_john_s_8_secrets_of_success
"""
5.0,5.0,3.0,3.0,5.0,"""https://www.ted.com/talks/rives_controls_the_internet
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/dean_ornish_on_the_world_s_killer_diet
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/robert_neuwirth_on_our_shadow_cities
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/bjorn_lomborg_sets_global_priorities
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/wade_davis_on_endangered_cultures
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/phil_borges_on_endangered_cultures
"""
4.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/martin_rees_asks_is_this_our_final_century
"""
3.0,3.0,4.0,5.0,5.0,"""https://www.ted.com/talks/robert_wright_on_optimism
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/steven_johnson_tours_the_ghost_map
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/charles_leadbeater_on_innovation
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/anna_deavere_smith_s_american_character
"""
5.0,5.0,5.0,4.0,5.0,"""https://www.ted.com/talks/saul_griffith_on_everyday_inventions
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/neil_gershenfeld_on_fab_labs
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/carl_honore_praises_slowness
"""
5.0,1.0,5.0,5.0,5.0,"""https://www.ted.com/talks/bill_clinton_on_rebuilding_rwanda
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/e_o_wilson_on_saving_life_on_earth
"""
5.0,5.0,1.0,5.0,2.0,"""https://www.ted.com/talks/james_nachtwey_s_searing_pictures_of_war
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jane_goodall_on_what_separates_us_from_the_apes
"""
1.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/seth_godin_on_sliced_bread
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/al_seckel_says_our_brains_are_mis_wired
"""
5.0,4.0,5.0,5.0,5.0,"""https://www.ted.com/talks/dean_kamen_on_inventing_and_giving
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/juan_enriquez_on_genomics_and_our_future
"""
5.0,1.0,1.0,5.0,2.0,"""https://www.ted.com/talks/thom_mayne_on_architecture_as_connection
"""
4.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/chris_bangle_says_great_cars_are_art
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/nora_york_sings_what_i_want
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/paul_bennett_finds_design_in_the_details
"""
5.0,2.0,5.0,5.0,2.0,"""https://www.ted.com/talks/vik_muniz_makes_art_with_wire_sugar
"""
1.0,5.0,4.0,5.0,5.0,"""https://www.ted.com/talks/nick_bostrom_on_our_biggest_problems
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/janine_benyus_shares_nature_s_designs
"""
5.0,5.0,1.0,1.0,2.0,"""https://www.ted.com/talks/craig_venter_on_dna_and_the_sea
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/golan_levin_on_software_as_art
"""
4.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/susan_savage_rumbaugh_on_apes_that_write
"""
5.0,5.0,4.0,5.0,5.0,"""https://www.ted.com/talks/frans_lanting_s_lyrical_nature_photos
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/sheila_patek_clocks_the_fastest_animals
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/jill_sobule_sings_to_al_gore
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/caroline_lavelle_casts_a_spell_on_cello
"""
5.0,3.0,5.0,5.0,2.0,"""https://www.ted.com/talks/dan_dennett_on_our_consciousness
"""
5.0,5.0,5.0,1.0,2.0,"""https://www.ted.com/talks/evelyn_glennie_shows_how_to_listen
"""
5.0,3.0,5.0,1.0,5.0,"""https://www.ted.com/talks/jeff_bezos_on_the_next_web_innovation
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/rives_remixes_ted2006
"""
5.0,5.0,5.0,5.0,2.0,"""https://www.ted.com/talks/eddi_reader_sings_kiteflyer_s_hill
"""
5.0,1.0,5.0,5.0,2.0,"""https://www.ted.com/talks/eddi_reader_sings_about_what_you_ve_got
"""
5.0,5.0,1.0,5.0,5.0,"""https://www.ted.com/talks/tom_honey_on_god_and_the_tsunami
"""
5.0,5.0,4.0,4.0,2.0,"""https://www.ted.com/talks/richard_dawkins_on_militant_atheism
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/tom_rielly_delivers_a_comic_send_up_of_ted2006
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/thomas_dolby_and_rachelle_garniez
"""
5.0,5.0,5.0,5.0,5.0,"""https://www.ted.com/talks/chris_anderson_of_wired_on_tech_s_long_tail
"""
